date,team,site,o_team,line,total
20201222,Nets,home,Warriors,-7.5,229
20201222,Warriors,away,Nets,7.5,229
20201223,Bulls,home,Hawks,2,231
20201223,Hawks,away,Bulls,-2,231
20201223,Cavaliers,home,Hornets,0,216.5
20201223,Hornets,away,Cavaliers,0,216.5
20201223,Celtics,home,Bucks,2.5,225.5
20201223,Bucks,away,Celtics,-2.5,225.5
20201223,Grizzlies,home,Spurs,-2,231.5
20201223,Spurs,away,Grizzlies,2,231.5
20201223,Magic,home,Heat,3.5,219
20201223,Heat,away,Magic,-3.5,219
20201223,Nuggets,home,Kings,-7.5,226
20201223,Kings,away,Nuggets,7.5,226
20201223,Pacers,home,Knicks,-8.5,215.5
20201223,Knicks,away,Pacers,8.5,215.5
20201223,Raptors,home,Pelicans,-3.5,228.5
20201223,Pelicans,away,Raptors,3.5,228.5
20201223,Seventysixers,home,Wizards,-7,229
20201223,Wizards,away,Seventysixers,7,229
20201223,Suns,home,Mavericks,-1,233.5
20201223,Mavericks,away,Suns,1,233.5
20201223,Timberwolves,home,Pistons,-5.5,224.5
20201223,Pistons,away,Timberwolves,5.5,224.5
20201223,Trailblazers,home,Jazz,2,225.5
20201223,Jazz,away,Trailblazers,-2,225.5
20201225,Bucks,home,Warriors,-10.5,233.5
20201225,Warriors,away,Bucks,10.5,233.5
20201225,Celtics,home,Nets,3,227
20201225,Nets,away,Celtics,-3,227
20201225,Heat,home,Pelicans,-5,223.5
20201225,Pelicans,away,Heat,5,223.5
20201225,Lakers,home,Mavericks,-6.5,230
20201225,Mavericks,away,Lakers,6.5,230
20201225,Nuggets,home,Clippers,3,225
20201225,Clippers,away,Nuggets,-3,225
20201226,Bulls,home,Pacers,5.5,223.5
20201226,Pacers,away,Bulls,-5.5,223.5
20201226,Grizzlies,home,Hawks,0,237
20201226,Hawks,away,Grizzlies,0,237
20201226,Hornets,home,Thunder,-2,217.5
20201226,Thunder,away,Hornets,2,217.5
20201226,Jazz,home,Timberwolves,-8,229
20201226,Timberwolves,away,Jazz,8,229
20201226,Kings,home,Suns,3.5,227
20201226,Suns,away,Kings,-3.5,227
20201226,Knicks,home,Seventysixers,8.5,215
20201226,Seventysixers,away,Knicks,-8.5,215
20201226,Pistons,home,Cavaliers,-1,220
20201226,Cavaliers,away,Pistons,1,220
20201226,Spurs,home,Raptors,1,227.5
20201226,Raptors,away,Spurs,-1,227.5
20201226,Trailblazers,home,Rockets,-7.5,226
20201226,Rockets,away,Trailblazers,7.5,226
20201226,Wizards,home,Magic,-1,232.5
20201226,Magic,away,Wizards,1,232.5
20201227,Bulls,home,Warriors,2,228.5
20201227,Warriors,away,Bulls,-2,228.5
20201227,Cavaliers,home,Seventysixers,6,216.5
20201227,Seventysixers,away,Cavaliers,-6,216.5
20201227,Clippers,home,Mavericks,-5,228.5
20201227,Mavericks,away,Clippers,5,228.5
20201227,Hornets,home,Nets,8,226
20201227,Nets,away,Hornets,-8,226
20201227,Kings,home,Suns,3.5,224.5
20201227,Suns,away,Kings,-3.5,224.5
20201227,Knicks,home,Bucks,11,223.5
20201227,Bucks,away,Knicks,-11,223.5
20201227,Lakers,home,Timberwolves,-11,224
20201227,Timberwolves,away,Lakers,11,224
20201227,Pacers,home,Celtics,1,219
20201227,Celtics,away,Pacers,-1,219
20201227,Pelicans,home,Spurs,-5,227.5
20201227,Spurs,away,Pelicans,5,227.5
20201227,Wizards,home,Magic,2,230.5
20201227,Magic,away,Wizards,-2,230.5
20201228,Hawks,home,Pistons,-8.5,226.5
20201228,Pistons,away,Hawks,8.5,226.5
20201228,Lakers,home,Trailblazers,-3,224.5
20201228,Trailblazers,away,Lakers,3,224.5
20201228,Nets,home,Grizzlies,2.5,227
20201228,Grizzlies,away,Nets,-2.5,227
20201228,Nuggets,home,Rockets,-8,226
20201228,Rockets,away,Nuggets,8,226
20201228,Thunder,home,Jazz,6.5,219
20201228,Jazz,away,Thunder,-6.5,219
20201229,Cavaliers,home,Knicks,-3,214.5
20201229,Knicks,away,Cavaliers,3,214.5
20201229,Clippers,home,Timberwolves,-10.5,229.5
20201229,Timberwolves,away,Clippers,10.5,229.5
20201229,Heat,home,Bucks,5.5,226
20201229,Bucks,away,Heat,-5.5,226
20201229,Kings,home,Nuggets,2,227
20201229,Nuggets,away,Kings,-2,227
20201229,Pacers,home,Celtics,1,221
20201229,Celtics,away,Pacers,-1,221
20201229,Pistons,home,Warriors,4.5,222.5
20201229,Warriors,away,Pistons,-4.5,222.5
20201229,Seventysixers,home,Raptors,-2,217.5
20201229,Raptors,away,Seventysixers,2,217.5
20201229,Suns,home,Pelicans,-2.5,221.5
20201229,Pelicans,away,Suns,2.5,221.5
20201229,Thunder,home,Magic,6.5,219.5
20201229,Magic,away,Thunder,-6.5,219.5
20201229,Wizards,home,Bulls,-5.5,234
20201229,Bulls,away,Wizards,5.5,234
20201230,Celtics,home,Grizzlies,-7,220.5
20201230,Grizzlies,away,Celtics,7,220.5
20201230,Clippers,home,Trailblazers,-4.5,227
20201230,Trailblazers,away,Clippers,4.5,227
20201230,Heat,home,Bucks,5,227
20201230,Bucks,away,Heat,-5,227
20201230,Mavericks,home,Hornets,-8,222
20201230,Hornets,away,Mavericks,8,222
20201230,Nets,home,Hawks,-5.5,240
20201230,Hawks,away,Nets,5.5,240
20201230,Spurs,home,Lakers,7,229
20201230,Lakers,away,Spurs,-7,229
20201231,Jazz,home,Suns,-3.5,218
20201231,Suns,away,Jazz,3.5,218
20201231,Magic,home,Seventysixers,3.5,217
20201231,Seventysixers,away,Magic,-3.5,217
20201231,Pacers,home,Cavaliers,-8,218
20201231,Cavaliers,away,Pacers,8,218
20201231,Raptors,home,Knicks,-9.5,215
20201231,Knicks,away,Raptors,9.5,215
20201231,Rockets,home,Kings,-4,231.5
20201231,Kings,away,Rockets,4,231.5
20201231,Thunder,home,Pelicans,5.5,213
20201231,Pelicans,away,Thunder,-5.5,213
20201231,Wizards,home,Bulls,-5.5,237
20201231,Bulls,away,Wizards,5.5,237
20210101,Bucks,home,Bulls,-14.5,231.5
20210101,Bulls,away,Bucks,14.5,231.5
20210101,Hornets,home,Grizzlies,-2.5,218.5
20210101,Grizzlies,away,Hornets,2.5,218.5
20210101,Jazz,home,Clippers,2.5,220.5
20210101,Clippers,away,Jazz,-2.5,220.5
20210101,Mavericks,home,Heat,-1.5,222
20210101,Heat,away,Mavericks,1.5,222
20210101,Nets,home,Hawks,-6,245
20210101,Hawks,away,Nets,6,245
20210101,Nuggets,home,Suns,-3.5,221
20210101,Suns,away,Nuggets,3.5,221
20210101,Pistons,home,Celtics,8.5,213
20210101,Celtics,away,Pistons,-8.5,213
20210101,Spurs,home,Lakers,6,229.5
20210101,Lakers,away,Spurs,-6,229.5
20210101,Timberwolves,home,Wizards,-1,232.5
20210101,Wizards,away,Timberwolves,1,232.5
20210101,Warriors,home,Trailblazers,5,228
20210101,Trailblazers,away,Warriors,-5,228
20210102,Hawks,home,Cavaliers,-5.5,229.5
20210102,Cavaliers,away,Hawks,5.5,229.5
20210102,Magic,home,Thunder,-5.5,216.5
20210102,Thunder,away,Magic,5.5,216.5
20210102,Pacers,home,Knicks,-9,214
20210102,Knicks,away,Pacers,9,214
20210102,Pelicans,home,Raptors,1,216
20210102,Raptors,away,Pelicans,-1,216
20210102,Rockets,home,Kings,-5,229.5
20210102,Kings,away,Rockets,5,229.5
20210102,Seventysixers,home,Hornets,-10,216.5
20210102,Hornets,away,Seventysixers,10,216.5
20210103,Bulls,home,Mavericks,4,225
20210103,Mavericks,away,Bulls,-4,225
20210103,Grizzlies,home,Lakers,10.5,219.5
20210103,Lakers,away,Grizzlies,-10.5,219.5
20210103,Nets,home,Wizards,-7.5,242
20210103,Wizards,away,Nets,7.5,242
20210103,Pistons,home,Celtics,8,213.5
20210103,Celtics,away,Pistons,-8,213.5
20210103,Spurs,home,Jazz,5,222
20210103,Jazz,away,Spurs,-5,222
20210103,Suns,home,Clippers,3.5,218.5
20210103,Clippers,away,Suns,-3.5,218.5
20210103,Timberwolves,home,Nuggets,9,232
20210103,Nuggets,away,Timberwolves,-9,232
20210103,Warriors,home,Trailblazers,4,235
20210103,Trailblazers,away,Warriors,-4,235
20210104,Bucks,home,Pistons,-15,224
20210104,Pistons,away,Bucks,15,224
20210104,Hawks,home,Knicks,-6,222.5
20210104,Knicks,away,Hawks,6,222.5
20210104,Heat,home,Thunder,-9,213
20210104,Thunder,away,Heat,9,213
20210104,Magic,home,Cavaliers,-5.5,214.5
20210104,Cavaliers,away,Magic,5.5,214.5
20210104,Pelicans,home,Pacers,-1,218
20210104,Pacers,away,Pelicans,1,218
20210104,Raptors,home,Celtics,-3,219
20210104,Celtics,away,Raptors,3,219
20210104,Rockets,home,Mavericks,-2.5,228
20210104,Mavericks,away,Rockets,2.5,228
20210104,Seventysixers,home,Hornets,-9.5,219.5
20210104,Hornets,away,Seventysixers,9.5,219.5
20210104,Warriors,home,Kings,2,232
20210104,Kings,away,Warriors,-2,232
20210105,Clippers,home,Spurs,-8,228
20210105,Spurs,away,Clippers,8,228
20210105,Grizzlies,home,Lakers,9,218
20210105,Lakers,away,Grizzlies,-9,218
20210105,Nets,home,Jazz,-1,226.5
20210105,Jazz,away,Nets,1,226.5
20210105,Nuggets,home,Timberwolves,-10.5,227
20210105,Timberwolves,away,Nuggets,10.5,227
20210105,Trailblazers,home,Bulls,-9.5,232.5
20210105,Bulls,away,Trailblazers,9.5,232.5
20210106,Bucks,home,Pistons,-12,226
20210106,Pistons,away,Bucks,12,226
20210106,Hawks,home,Hornets,-6,233
20210106,Hornets,away,Hawks,6,233
20210106,Heat,home,Celtics,-2.5,218.5
20210106,Celtics,away,Heat,2.5,218.5
20210106,Kings,home,Bulls,-6,231.5
20210106,Bulls,away,Kings,6,231.5
20210106,Knicks,home,Jazz,8,214.5
20210106,Jazz,away,Knicks,-8,214.5
20210106,Magic,home,Cavaliers,-5,214.5
20210106,Cavaliers,away,Magic,5,214.5
20210106,Pacers,home,Rockets,-1.5,225
20210106,Rockets,away,Pacers,1.5,225
20210106,Pelicans,home,Thunder,-8,213.5
20210106,Thunder,away,Pelicans,8,213.5
20210106,Seventysixers,home,Wizards,-6.5,235
20210106,Wizards,away,Seventysixers,6.5,235
20210106,Suns,home,Raptors,-3,219
20210106,Raptors,away,Suns,3,219
20210106,Warriors,home,Clippers,4,230.5
20210106,Clippers,away,Warriors,-4,230.5
20210107,Grizzlies,home,Cavaliers,-4,209
20210107,Cavaliers,away,Grizzlies,4,209
20210107,Lakers,home,Spurs,-5.5,224
20210107,Spurs,away,Lakers,5.5,224
20210107,Nets,home,Seventysixers,1.5,222.5
20210107,Seventysixers,away,Nets,-1.5,222.5
20210107,Nuggets,home,Mavericks,-2.5,225.5
20210107,Mavericks,away,Nuggets,2.5,225.5
20210107,Trailblazers,home,Timberwolves,-10,233.5
20210107,Timberwolves,away,Trailblazers,10,233.5
20210108,Bucks,home,Jazz,-5,232
20210108,Jazz,away,Bucks,5,232
20210108,Celtics,home,Wizards,-6.5,234.5
20210108,Wizards,away,Celtics,6.5,234.5
20210108,Grizzlies,home,Nets,-1,222
20210108,Nets,away,Grizzlies,1,222
20210108,Kings,home,Raptors,5,226.5
20210108,Raptors,away,Kings,-5,226.5
20210108,Knicks,home,Thunder,-2.5,208
20210108,Thunder,away,Knicks,2.5,208
20210108,Lakers,home,Bulls,-8.5,229
20210108,Bulls,away,Lakers,8.5,229
20210108,Pelicans,home,Hornets,-6,218.5
20210108,Hornets,away,Pelicans,6,218.5
20210108,Pistons,home,Suns,5,216
20210108,Suns,away,Pistons,-5,216
20210108,Rockets,home,Magic,-7,221.5
20210108,Magic,away,Rockets,7,221.5
20210108,Warriors,home,Clippers,4,230
20210108,Clippers,away,Warriors,-4,230
20210109,Bucks,home,Cavaliers,-10,219
20210109,Cavaliers,away,Bucks,10,219
20210109,Hornets,home,Hawks,4.5,228
20210109,Hawks,away,Hornets,-4.5,228
20210109,Kings,home,Trailblazers,6,234.5
20210109,Trailblazers,away,Kings,-6,234.5
20210109,Mavericks,home,Magic,-7,216
20210109,Magic,away,Mavericks,7,216
20210109,Pacers,home,Suns,-3,217
20210109,Suns,away,Pacers,3,217
20210109,Seventysixers,home,Nuggets,12,218
20210109,Nuggets,away,Seventysixers,-12,218
20210109,Timberwolves,home,Spurs,4.5,234
20210109,Spurs,away,Timberwolves,-4.5,234
20210109,Wizards,home,Heat,5.5,230
20210109,Heat,away,Wizards,-5.5,230
20210110,Clippers,home,Bulls,-11,226.5
20210110,Bulls,away,Clippers,11,226.5
20210110,Knicks,home,Nuggets,6.5,213
20210110,Nuggets,away,Knicks,-6.5,213
20210110,Nets,home,Thunder,-7.5,225
20210110,Thunder,away,Nets,7.5,225
20210110,Pistons,home,Jazz,8.5,216
20210110,Jazz,away,Pistons,-8.5,216
20210110,Rockets,home,Lakers,4,223
20210110,Lakers,away,Rockets,-4,223
20210110,Timberwolves,home,Spurs,3,230
20210110,Spurs,away,Timberwolves,-3,230
20210110,Warriors,home,Raptors,2,230.5
20210110,Raptors,away,Warriors,-2,230.5
20210111,Cavaliers,home,Grizzlies,2.5,206
20210111,Grizzlies,away,Cavaliers,-2.5,206
20210111,Hawks,home,Seventysixers,-6.5,220.5
20210111,Seventysixers,away,Hawks,6.5,220.5
20210111,Hornets,home,Knicks,-5,211
20210111,Knicks,away,Hornets,5,211
20210111,Kings,home,Pacers,4,228
20210111,Pacers,away,Kings,-4,228
20210111,Magic,home,Bucks,10,224
20210111,Bucks,away,Magic,-10,224
20210111,Trailblazers,home,Raptors,-4,230.5
20210111,Raptors,away,Trailblazers,4,230.5
20210111,Wizards,home,Suns,5.5,232
20210111,Suns,away,Wizards,-5.5,232
20210112,Cavaliers,home,Jazz,12.5,205.5
20210112,Jazz,away,Cavaliers,-12.5,205.5
20210112,Nets,home,Nuggets,-1.5,231.5
20210112,Nuggets,away,Nets,1.5,231.5
20210112,Rockets,home,Lakers,5.5,222.5
20210112,Lakers,away,Rockets,-5.5,222.5
20210112,Seventysixers,home,Heat,-6.5,212.5
20210112,Heat,away,Seventysixers,6.5,212.5
20210112,Thunder,home,Spurs,2.5,216.5
20210112,Spurs,away,Thunder,-2.5,216.5
20210112,Warriors,home,Pacers,-1,226.5
20210112,Pacers,away,Warriors,1,226.5
20210113,Clippers,home,Pelicans,-6,220.5
20210113,Pelicans,away,Clippers,6,220.5
20210113,Hornets,home,Mavericks,5,219.5
20210113,Mavericks,away,Hornets,-5,219.5
20210113,Kings,home,Trailblazers,4.5,236.5
20210113,Trailblazers,away,Kings,-4.5,236.5
20210113,Knicks,home,Nets,5.5,219
20210113,Nets,away,Knicks,-5.5,219
20210113,Pistons,home,Bucks,10,225.5
20210113,Bucks,away,Pistons,-10,225.5
20210113,Thunder,home,Lakers,10.5,220
20210113,Lakers,away,Thunder,-10.5,220
20210113,Timberwolves,home,Grizzlies,-2,222.5
20210113,Grizzlies,away,Timberwolves,2,222.5
20210114,Nuggets,home,Warriors,-5.5,225.5
20210114,Warriors,away,Nuggets,5.5,225.5
20210114,Raptors,home,Hornets,-8,219.5
20210114,Hornets,away,Raptors,8,219.5
20210114,Seventysixers,home,Heat,-10.5,223
20210114,Heat,away,Seventysixers,10.5,223
20210114,Spurs,home,Rockets,-7,218
20210114,Rockets,away,Spurs,7,218
20210114,Trailblazers,home,Pacers,-1.5,228
20210114,Pacers,away,Trailblazers,1.5,228
20210115,Bucks,home,Mavericks,-6,227
20210115,Mavericks,away,Bucks,6,227
20210115,Cavaliers,home,Knicks,2,200.5
20210115,Knicks,away,Cavaliers,-2,200.5
20210115,Celtics,home,Magic,-4.5,215
20210115,Magic,away,Celtics,4.5,215
20210115,Jazz,home,Hawks,-6.5,223.5
20210115,Hawks,away,Jazz,6.5,223.5
20210115,Kings,home,Clippers,7.5,227
20210115,Clippers,away,Kings,-7.5,227
20210115,Lakers,home,Pelicans,-10,218.5
20210115,Pelicans,away,Lakers,10,218.5
20210115,Thunder,home,Bulls,0,225
20210115,Bulls,away,Thunder,0,225
20210116,Grizzlies,home,Seventysixers,-1.5,218.5
20210116,Seventysixers,away,Grizzlies,1.5,218.5
20210116,Heat,home,Pistons,-2.5,217.5
20210116,Pistons,away,Heat,2.5,217.5
20210116,Nets,home,Magic,-9,231
20210116,Magic,away,Nets,9,231
20210116,Raptors,home,Hornets,-6.5,221.5
20210116,Hornets,away,Raptors,6.5,221.5
20210116,Spurs,home,Rockets,-7.5,217
20210116,Rockets,away,Spurs,7.5,217
20210116,Trailblazers,home,Hawks,-5,234.5
20210116,Hawks,away,Trailblazers,5,234.5
20210117,Celtics,home,Knicks,-6.5,209
20210117,Knicks,away,Celtics,6.5,209
20210117,Clippers,home,Pacers,-8.5,219.5
20210117,Pacers,away,Clippers,8.5,219.5
20210117,Kings,home,Pelicans,2.5,226
20210117,Pelicans,away,Kings,-2.5,226
20210117,Mavericks,home,Bulls,-6,226
20210117,Bulls,away,Mavericks,6,226
20210117,Nuggets,home,Jazz,1.5,219
20210117,Jazz,away,Nuggets,-1.5,219
20210118,Bulls,home,Rockets,2,227
20210118,Rockets,away,Bulls,-2,227
20210118,Grizzlies,home,Suns,3,218.5
20210118,Suns,away,Grizzlies,-3,218.5
20210118,Hawks,home,Timberwolves,-7.5,227.5
20210118,Timberwolves,away,Hawks,7.5,227.5
20210118,Heat,home,Pistons,-6,218.5
20210118,Pistons,away,Heat,6,218.5
20210118,Knicks,home,Magic,1,205
20210118,Magic,away,Knicks,-1,205
20210118,Lakers,home,Warriors,-8.5,227
20210118,Warriors,away,Lakers,8.5,227
20210118,Nets,home,Bucks,2.5,240
20210118,Bucks,away,Nets,-2.5,240
20210118,Raptors,home,Mavericks,-5,219.5
20210118,Mavericks,away,Raptors,5,219.5
20210118,Trailblazers,home,Spurs,2,226.5
20210118,Spurs,away,Trailblazers,-2,226.5
20210119,Jazz,home,Pelicans,-6,217.5
20210119,Pelicans,away,Jazz,6,217.5
20210119,Nuggets,home,Thunder,-10,220.5
20210119,Thunder,away,Nuggets,10,220.5
20210120,Cavaliers,home,Nets,9,226
20210120,Nets,away,Cavaliers,-9,226
20210120,Clippers,home,Kings,-11,230
20210120,Kings,away,Clippers,11,230
20210120,Hawks,home,Pistons,-6.5,221
20210120,Pistons,away,Hawks,6.5,221
20210120,Pacers,home,Mavericks,2,220
20210120,Mavericks,away,Pacers,-2,220
20210120,Raptors,home,Heat,-3,220
20210120,Heat,away,Raptors,3,220
20210120,Rockets,home,Suns,5.5,218.5
20210120,Suns,away,Rockets,-5.5,218.5
20210120,Seventysixers,home,Celtics,-5.5,221.5
20210120,Celtics,away,Seventysixers,5.5,221.5
20210120,Timberwolves,home,Magic,3,218
20210120,Magic,away,Timberwolves,-3,218
20210120,Warriors,home,Spurs,-1.5,228
20210120,Spurs,away,Warriors,1.5,228
20210121,Bucks,home,Lakers,-1,228
20210121,Lakers,away,Bucks,1,228
20210121,Jazz,home,Pelicans,-7,218
20210121,Pelicans,away,Jazz,7,218
20210121,Warriors,home,Knicks,-4.5,216
20210121,Knicks,away,Warriors,4.5,216
20210122,Cavaliers,home,Nets,6.5,227
20210122,Nets,away,Cavaliers,-6.5,227
20210122,Clippers,home,Thunder,-13.5,220.5
20210122,Thunder,away,Clippers,13.5,220.5
20210122,Hornets,home,Bulls,-3,228.5
20210122,Bulls,away,Hornets,3,228.5
20210122,Kings,home,Knicks,-4,218.5
20210122,Knicks,away,Kings,4,218.5
20210122,Pacers,home,Magic,-2.5,217.5
20210122,Magic,away,Pacers,2.5,217.5
20210122,Pistons,home,Rockets,-2.5,214.5
20210122,Rockets,away,Pistons,2.5,214.5
20210122,Raptors,home,Heat,-3,219.5
20210122,Heat,away,Raptors,3,219.5
20210122,Seventysixers,home,Celtics,-5,222.5
20210122,Celtics,away,Seventysixers,5,222.5
20210122,Spurs,home,Mavericks,2.5,223
20210122,Mavericks,away,Spurs,-2.5,223
20210122,Suns,home,Nuggets,-1,220
20210122,Nuggets,away,Suns,1,220
20210122,Timberwolves,home,Hawks,6.5,223.5
20210122,Hawks,away,Timberwolves,-6.5,223.5
20210123,Bulls,home,Lakers,10,226.5
20210123,Lakers,away,Bulls,-10,226.5
20210123,Jazz,home,Warriors,-7.5,228.5
20210123,Warriors,away,Jazz,7.5,228.5
20210123,Mavericks,home,Rockets,-7,222.5
20210123,Rockets,away,Mavericks,7,222.5
20210123,Nets,home,Heat,-7,232.5
20210123,Heat,away,Nets,7,232.5
20210123,Pistons,home,Seventysixers,6.5,219.5
20210123,Seventysixers,away,Pistons,-6.5,219.5
20210123,Suns,home,Nuggets,3,219
20210123,Nuggets,away,Suns,-3,219
20210123,Timberwolves,home,Pelicans,7,223.5
20210123,Pelicans,away,Timberwolves,-7,223.5
20210124,Bucks,home,Hawks,-9,235
20210124,Hawks,away,Bucks,9,235
20210124,Celtics,home,Cavaliers,-6.5,214.5
20210124,Cavaliers,away,Celtics,6.5,214.5
20210124,Clippers,home,Thunder,-13,220.5
20210124,Thunder,away,Clippers,13,220.5
20210124,Magic,home,Hornets,2,214
20210124,Hornets,away,Magic,-2,214
20210124,Pacers,home,Raptors,-1,217
20210124,Raptors,away,Pacers,1,217
20210124,Spurs,home,Wizards,-7.5,230.5
20210124,Wizards,away,Spurs,7.5,230.5
20210124,Trailblazers,home,Knicks,-3.5,215
20210124,Knicks,away,Trailblazers,3.5,215
20210125,Bulls,home,Celtics,4,228
20210125,Celtics,away,Bulls,-4,228
20210125,Cavaliers,home,Lakers,10,214.5
20210125,Lakers,away,Cavaliers,-10,214.5
20210125,Magic,home,Hornets,-2,214
20210125,Hornets,away,Magic,2,214
20210125,Mavericks,home,Nuggets,1.5,223
20210125,Nuggets,away,Mavericks,-1.5,223
20210125,Nets,home,Heat,-7.5,235
20210125,Heat,away,Nets,7.5,235
20210125,Pacers,home,Raptors,-3,219
20210125,Raptors,away,Pacers,3,219
20210125,Pistons,home,Seventysixers,5,217.5
20210125,Seventysixers,away,Pistons,-5,217.5
20210125,Trailblazers,home,Thunder,-4.5,226.5
20210125,Thunder,away,Trailblazers,4.5,226.5
20210125,Warriors,home,Timberwolves,-9,226.5
20210125,Timberwolves,away,Warriors,9,226.5
20210126,Hawks,home,Clippers,-5.5,221.5
20210126,Clippers,away,Hawks,5.5,221.5
20210126,Jazz,home,Knicks,-11.5,211.5
20210126,Knicks,away,Jazz,11.5,211.5
20210126,Rockets,home,Wizards,-3.5,231.5
20210126,Wizards,away,Rockets,3.5,231.5
20210127,Cavaliers,home,Pistons,-3,216
20210127,Pistons,away,Cavaliers,3,216
20210127,Hawks,home,Nets,6,239
20210127,Nets,away,Hawks,-6,239
20210127,Heat,home,Nuggets,6,219.5
20210127,Nuggets,away,Heat,-6,219.5
20210127,Hornets,home,Pacers,2,221
20210127,Pacers,away,Hornets,-2,221
20210127,Jazz,home,Mavericks,-4,220.5
20210127,Mavericks,away,Jazz,4,220.5
20210127,Magic,home,Kings,-1,223
20210127,Kings,away,Magic,1,223
20210127,Pelicans,home,Wizards,-8,228
20210127,Wizards,away,Pelicans,8,228
20210127,Raptors,home,Bucks,6,224.5
20210127,Bucks,away,Raptors,-6,224.5
20210127,Seventysixers,home,Lakers,3,220
20210127,Lakers,away,Seventysixers,-3,220
20210127,Spurs,home,Celtics,3,223
20210127,Celtics,away,Spurs,-3,223
20210127,Suns,home,Thunder,-5.5,216.5
20210127,Thunder,away,Suns,5.5,216.5
20210127,Warriors,home,Timberwolves,-9,230.5
20210127,Timberwolves,away,Warriors,9,230.5
20210128,Heat,home,Clippers,-4,214
20210128,Clippers,away,Heat,4,214
20210128,Pistons,home,Lakers,6.5,214
20210128,Lakers,away,Pistons,-6.5,214
20210128,Rockets,home,Trailblazers,-3.5,228
20210128,Trailblazers,away,Rockets,3.5,228
20210128,Suns,home,Warriors,-2.5,219.5
20210128,Warriors,away,Suns,2.5,219.5
20210129,Hornets,home,Pacers,3,218.5
20210129,Pacers,away,Hornets,-3,218.5
20210129,Jazz,home,Mavericks,-4,220.5
20210129,Mavericks,away,Jazz,4,220.5
20210129,Knicks,home,Cavaliers,-1.5,204.5
20210129,Cavaliers,away,Knicks,1.5,204.5
20210129,Magic,home,Clippers,6.5,213
20210129,Clippers,away,Magic,-6.5,213
20210129,Pelicans,home,Bucks,7,231.5
20210129,Bucks,away,Pelicans,-7,231.5
20210129,Raptors,home,Kings,-5,229.5
20210129,Kings,away,Raptors,5,229.5
20210129,Spurs,home,Nuggets,3,224
20210129,Nuggets,away,Spurs,-3,224
20210129,Thunder,home,Nets,9.5,231
20210129,Nets,away,Thunder,-9.5,231
20210129,Timberwolves,home,Seventysixers,9.5,224
20210129,Seventysixers,away,Timberwolves,-9.5,224
20210129,Wizards,home,Hawks,5.5,231.5
20210129,Hawks,away,Wizards,-5.5,231.5
20210130,Bulls,home,Trailblazers,-1.5,233.5
20210130,Trailblazers,away,Bulls,1.5,233.5
20210130,Celtics,home,Lakers,1.5,218.5
20210130,Lakers,away,Celtics,-1.5,218.5
20210130,Heat,home,Kings,-4.5,223
20210130,Kings,away,Heat,4.5,223
20210130,Hornets,home,Bucks,7,230.5
20210130,Bucks,away,Hornets,-7,230.5
20210130,Mavericks,home,Suns,1,216
20210130,Suns,away,Mavericks,-1,216
20210130,Pelicans,home,Rockets,1,223
20210130,Rockets,away,Pelicans,-1,223
20210130,Spurs,home,Grizzlies,-3.5,222
20210130,Grizzlies,away,Spurs,3.5,222
20210130,Warriors,home,Pistons,-5.5,223.5
20210130,Pistons,away,Warriors,5.5,223.5
20210131,Knicks,home,Clippers,9.5,212
20210131,Clippers,away,Knicks,-9.5,212
20210131,Nuggets,home,Jazz,-1,221
20210131,Jazz,away,Nuggets,1,221
20210131,Pacers,home,Seventysixers,2,224.5
20210131,Seventysixers,away,Pacers,-2,224.5
20210131,Raptors,home,Magic,-5.5,217
20210131,Magic,away,Raptors,5.5,217
20210131,Timberwolves,home,Cavaliers,2.5,218
20210131,Cavaliers,away,Timberwolves,-2.5,218
20210131,Wizards,home,Nets,5.5,245.5
20210131,Nets,away,Wizards,-5.5,245.5
20210201,Bucks,home,Trailblazers,-10,235.5
20210201,Trailblazers,away,Bucks,10,235.5
20210201,Bulls,home,Knicks,-4,217.5
20210201,Knicks,away,Bulls,4,217.5
20210201,Cavaliers,home,Timberwolves,-3.5,218
20210201,Timberwolves,away,Cavaliers,3.5,218
20210201,Hawks,home,Lakers,7,218.5
20210201,Lakers,away,Hawks,-7,218.5
20210201,Heat,home,Hornets,-6.5,218
20210201,Hornets,away,Heat,6.5,218
20210201,Mavericks,home,Suns,-1.5,217.5
20210201,Suns,away,Mavericks,1.5,217.5
20210201,Pelicans,home,Kings,-2.5,233
20210201,Kings,away,Pelicans,2.5,233
20210201,Spurs,home,Grizzlies,-3.5,222
20210201,Grizzlies,away,Spurs,3.5,222
20210201,Thunder,home,Rockets,5,224.5
20210201,Rockets,away,Thunder,-5,224.5
20210202,Jazz,home,Pistons,-12.5,220.5
20210202,Pistons,away,Jazz,12.5,220.5
20210202,Magic,home,Raptors,6.5,216
20210202,Raptors,away,Magic,-6.5,216
20210202,Nets,home,Clippers,-1,243.5
20210202,Clippers,away,Nets,1,243.5
20210202,Pacers,home,Grizzlies,-6,224
20210202,Grizzlies,away,Pacers,6,224
20210202,Warriors,home,Celtics,2.5,224.5
20210202,Celtics,away,Warriors,-2.5,224.5
20210202,Wizards,home,Trailblazers,-2,242.5
20210202,Trailblazers,away,Wizards,2,242.5
20210203,Bucks,home,Pacers,-9,233
20210203,Pacers,away,Bucks,9,233
20210203,Bulls,home,Knicks,-2,216
20210203,Knicks,away,Bulls,2,216
20210203,Cavaliers,home,Clippers,9,219
